Pal_ID	Ide_ID	Ssu_ID	Ptr_ID	Pag_ID	Peu_ID	Pde_ID
Palv2-13553	Ide2-13803	EVM0012588	Potri.001G205800	PAxG01Gg0195300	Peu2-19044	Pde01A025570
Palv2-13554	-	-	-	-	-	-
Palv2-13555	-	-	-	-	-	-
Palv2-13556	Ide2-13789	-	Potri.001G205700	PAxG01Gg0194900	Peu2-19043	Pde01A025580
Palv2-13557	Ide2-13787	-	Potri.001G205500	PAxG01Gg0194800	Peu2-19042	Pde01A025600
Palv2-13558	Ide2-13786	-	Potri.001G205400	PAxG01Gg0194600	Peu2-19038	Pde01A025620
Palv2-13559	-	-	-	-	-	-
Palv2-13560	Ide2-13785	EVM0025970	Potri.001G205300	PAxG01Gg0194400	Peu2-19037	Pde01A025630
Palv2-13561	Ide2-13784	EVM0038003	Potri.001G205200	PAxG01Gg0194300	Peu2-19036	Pde01A025640
Palv2-13562	Ide2-13783	EVM0005089	Potri.001G205100	PAxG01Gg0194000	Peu2-19035	Pde01A025690
Palv2-13563	-	-	Potri.003G025200	-	Peu2-05754	-
Palv2-13564	Ide2-13782	-	Potri.001G204900	PAxG01Gg0193700	Peu2-19034	Pde01A025710
Palv2-13565	-	-	-	-	-	-
Palv2-13566	Ide2-13781	EVM0015695	Potri.001G204700	PAxG01Gg0193500	Peu2-19033	Pde01A025720
Palv2-13567	Ide2-13780	-	Potri.001G204600	-	Peu2-19032	-
Palv2-13568	-	-	Potri.001G204500	-	Peu2-19031	Pde01A025740
Palv2-13569	Ide2-13778	-	Potri.001G204400	PAxG01Gg0193300	Peu2-19030	Pde01A025750
Palv2-13570	-	-	-	-	-	-
Palv2-13571	Ide2-13749	EVM0038032	Potri.001G204300	PAxG01Gg0193200	Peu2-19028	Pde01A025770
Palv2-13572	Ide2-13750	-	Potri.001G204200	PAxG01Gg0193100	Peu2-19026	Pde01A025780
Palv2-13573	-	-	-	-	-	Pde01A025790
Palv2-13574	Ide2-13751	EVM0027195	Potri.001G204100	PAxG01Gg0193000	Peu2-19023	Pde01A025800
Palv2-13575	Ide2-13753	EVM0015272	Potri.001G203601	PAxG01Gg0192900	Peu2-19022	Pde01A025820
Palv2-13576	-	-	-	-	-	-
Palv2-13577	-	-	-	-	-	-
Palv2-13578	-	-	-	-	-	-
Palv2-13579	-	-	-	-	-	-
Palv2-13580	-	-	-	-	Peu2-19016	-
Palv2-13581	Ide2-13758	-	Potri.001G202100	PAxG01Gg0192100	Peu2-19015	Pde01A025930
Palv2-13582	-	EVM0008772	Potri.001G202000	PAxG01Gg0192000	Peu2-19013	Pde01A025940
Palv2-13583	-	-	-	-	Peu2-19014	-
Palv2-13584	Ide2-13760	EVM0027523	Potri.001G201900	PAxG01Gg0191900	Peu2-19012	Pde01A025950
Palv2-13585	Ide2-13761	EVM0023227	-	PAxG01Gg0191800	Peu2-19010	Pde01A025960
Palv2-13586	Ide2-13762	EVM0001885	Potri.001G201700	PAxG01Gg0191700	Peu2-19009	Pde01A025970
Palv2-13587	Ide2-13763	EVM0011264	Potri.001G201600	PAxG01Gg0191600	Peu2-19008	Pde01A025980
Palv2-13588	Ide2-13768	EVM0034861	Potri.001G201500	PAxG01Gg0191500	Peu2-19007	Pde01A025990
Palv2-13589	Ide2-14915	-	Potri.001G201400	PAxG01Gg0191400	Peu2-19005	Pde01A026000
Palv2-13590	-	-	-	-	-	-
Palv2-13591	-	EVM0007183	Potri.001G201300	PAxG01Gg0191200	Peu2-19004	-
Palv2-13592	Ide2-13776	EVM0016898	Potri.001G201100	PAxG01Gg0191100	Peu2-19003	Pde01A026010
Palv2-13593	Ide2-14753	EVM0036891	Potri.001G201000	PAxG01Gg0191000	Peu2-19002	Pde01A026020
Palv2-13594	Ide2-14755	EVM0036246	Potri.001G200800	PAxG01Gg0190900	Peu2-19000	Pde01A026030
Palv2-13595	-	EVM0042173	Potri.001G200700	PAxG01Gg0190300	Peu2-18999	Pde01A026040
Palv2-13596	Ide2-14928	EVM0007426	-	PAxG01Gg0190200	Peu2-18997	Pde01A026050
Palv2-13597	-	-	Potri.001G200500	PAxG01Gg0190100	Peu2-18996	Pde01A026070
Palv2-13598	-	-	-	-	-	-
Palv2-13599	-	-	-	-	-	-
Palv2-13600	Ide2-13685	EVM0004384	Potri.001G200400	PAxG01Gg0190000	Peu2-18995	Pde01A026080
Palv2-13601	-	-	-	PAxG01Gg0189900	-	-
Palv2-13602	-	-	-	-	-	-
Palv2-13603	Ide2-13684	EVM0015374	Potri.001G200300	PAxG01Gg0189700	Peu2-18992	Pde01A026120
Palv2-13604	Ide2-13682	EVM0028882	Potri.001G200200	PAxG01Gg0189600	Peu2-18991	Pde01A026130
Palv2-13605	Ide2-13681	EVM0014022	Potri.001G200100	PAxG01Gg0189500	Peu2-18990	Pde01A026140
Palv2-13606	-	EVM0036236	Potri.001G200000	PAxG01Gg0189400	Peu2-18989	Pde01A026150
Palv2-13607	-	-	-	-	-	-
Palv2-13608	Ide2-13661	EVM0028854	Potri.001G199600	PAxG01Gg0162400	Peu2-18984	Pde01A026190
Palv2-13609	-	EVM0031412	Potri.001G199500	PAxG01Gg0162500	Peu2-18983	Pde01A026200
Palv2-13610	Ide2-13722	EVM0010953	Potri.001G199200	PAxG01Gg0162900	Peu2-18981	Pde01A026230
Palv2-13611	Ide2-13721	EVM0016339	Potri.001G199100	PAxG01Gg0163000	Peu2-18980	Pde01A026240
Palv2-13612	Ide2-13719	EVM0017867	Potri.001G198900	PAxG01Gg0163200	Peu2-18979	Pde01A026250
Palv2-13613	-	-	-	-	-	-
Palv2-13614	Ide2-13718	EVM0025675	Potri.001G198700	PAxG03Gg0036300	Peu2-05934	Pde01A026270
Palv2-13615	Ide2-13713	EVM0022670	Potri.001G198600	PAxG01Gg0163500	Peu2-18978	Pde01A026280
Palv2-13616	Ide2-13711	EVM0019627	Potri.001G198300	PAxG01Gg0163700	Peu2-18977	Pde01A026310
Palv2-13617	-	-	-	-	-	-
Palv2-13618	-	-	-	-	-	-
Palv2-13619	-	-	-	-	-	-
Palv2-13620	-	-	-	-	-	-
Palv2-13621	-	-	-	-	-	-
Palv2-13622	Ide2-13710	-	Potri.001G198100	PAxG01Gg0164100	Peu2-18971	Pde01A026320
Palv2-13623	Ide2-13709	-	Potri.001G198000	PAxG01Gg0164200	Peu2-18970	Pde01A026330
Palv2-13624	-	-	-	-	-	-
Palv2-13625	Ide2-13708	-	Potri.001G197900	PAxG01Gg0164400	Peu2-18968	Pde01A026340
Palv2-13626	-	-	-	-	-	-
Palv2-13627	Ide2-13707	-	Potri.001G197700	PAxG01Gg0165000	Peu2-18967	Pde01A026350
Palv2-13628	Ide2-13706	-	Potri.001G197600	PAxG01Gg0165200	Peu2-18966	Pde01A026360
Palv2-13629	Ide2-13705	-	Potri.001G197500	PAxG01Gg0165300	-	Pde01A026370
Palv2-13630	-	-	-	-	-	-
Palv2-13631	Ide2-13657	-	Potri.001G197400	PAxG01Gg0165500	Peu2-18964	Pde01A026390
Palv2-13632	-	-	-	-	-	-
Palv2-13633	-	-	-	-	-	-
Palv2-13634	Ide2-13656	-	Potri.001G197300	PAxG01Gg0165700	Peu2-18963	Pde01A026400
Palv2-13635	-	-	-	-	-	-
Palv2-13636	-	-	-	-	-	-
Palv2-13637	Ide2-13704	-	Potri.001G197200	PAxG01Gg0165800	Peu2-18962	Pde01A026410
Palv2-13638	-	-	-	PAxG01Gg0165900	Peu2-18961	-
Palv2-13639	-	-	-	-	-	-
Palv2-13640	-	-	-	-	-	-
Palv2-13641	-	-	-	-	-	Pde01A026430
Palv2-13642	-	-	-	-	Peu2-18960	-
Palv2-13643	Ide2-13700	EVM0011616	Potri.001G197000	PAxG01Gg0166300	Peu2-18959	Pde01A026450
Palv2-13644	Ide2-13698	-	Potri.001G196800	PAxG01Gg0166700	Peu2-18957	Pde01A026470
Palv2-13645	-	-	-	-	-	-
Palv2-13646	-	-	-	-	-	-
Palv2-13647	-	-	-	-	-	-
Palv2-13648	-	-	-	-	-	-
Palv2-13649	Ide2-13696	EVM0031338	Potri.001G196700	PAxG01Gg0167000	Peu2-18950	Pde01A026490
Palv2-13650	Ide2-14805	-	Potri.001G196600	PAxG01Gg0167100	-	Pde01A026500
Palv2-13651	-	-	-	-	-	-
Palv2-13652	-	-	-	-	-	-
Palv2-13653	-	-	-	-	-	-
Palv2-13654	-	-	-	-	-	-
Palv2-13655	-	-	-	-	-	-
Palv2-13656	-	-	-	-	-	-
Palv2-13657	Ide2-13695	-	Potri.001G196500	PAxG01Gg0167700	-	Pde01A026550
Palv2-13658	-	-	-	-	-	-
Palv2-13659	-	-	-	-	-	-
Palv2-13660	-	-	-	-	-	-
Palv2-13661	-	-	-	-	-	-
Palv2-13662	-	-	-	-	-	-
Palv2-13663	-	-	-	-	-	-
Palv2-13664	-	-	-	-	-	-
Palv2-13665	-	-	-	-	-	-
Palv2-13666	-	-	-	-	-	-
Palv2-13667	Ide2-13672	EVM0018513	Potri.001G194701	PAxG01Gg0168900	Peu2-18943	Pde01A026600
Palv2-13668	-	-	-	-	-	-
Palv2-13669	-	-	-	-	-	-
Palv2-13670	-	-	-	-	-	-
Palv2-13671	-	-	-	-	-	-
Palv2-13672	-	-	-	-	-	-
Palv2-13673	-	-	-	-	-	-
Palv2-13674	-	-	-	-	-	-
Palv2-13675	-	-	-	-	-	-
Palv2-13676	Ide2-13670	-	-	PAxG01Gg0169200	-	-
Palv2-13677	-	-	-	-	-	-
Palv2-13678	-	-	-	-	-	-
Palv2-13679	-	-	-	-	-	-
Palv2-13680	-	-	-	-	-	-
Palv2-13681	Ide2-13668	-	Potri.001G194400	PAxG01Gg0169300	Peu2-18922	Pde01A026850
Palv2-13682	-	-	-	-	-	-
Palv2-13683	-	-	-	-	-	-
Palv2-13684	-	-	-	-	-	-
Palv2-13685	Ide2-13664	-	Potri.001G194000	PAxG01Gg0169900	Peu2-18926	Pde01A026890
Palv2-13686	Ide2-13663	-	Potri.001G193900	PAxG01Gg0170000	Peu2-18925	Pde01A026900
Palv2-13687	-	-	-	-	-	-
Palv2-13688	-	-	-	-	-	-
Palv2-13689	-	-	-	-	-	-
Palv2-13690	Ide2-13660	-	Potri.001G193700	PAxG01Gg0170300	Peu2-18927	Pde01A026920
Palv2-13691	Ide2-13659	-	Potri.001G193600	PAxG01Gg0170500	Peu2-18928	Pde01A026930
Palv2-13692	-	-	Potri.001G193500	PAxG01Gg0170600	Peu2-18929	Pde01A026940
Palv2-13693	Ide2-13726	-	Potri.001G193400	PAxG01Gg0170800	Peu2-18919	Pde01A026950
Palv2-13694	-	-	-	-	-	-
Palv2-13695	Ide2-13727	EVM0024215	Potri.001G193300	PAxG01Gg0170900	Peu2-18916	Pde01A026960
Palv2-13696	Ide2-13728	-	Potri.001G193200	-	Peu2-18915	Pde01A026970
Palv2-13697	Ide2-13729	EVM0005236	Potri.001G193100	PAxG01Gg0171200	Peu2-18914	Pde01A026980
Palv2-13698	Ide2-13730	EVM0014760	Potri.001G193000	PAxG01Gg0171400	Peu2-18911	Pde01A027000
Palv2-13699	Ide2-13732	EVM0002353	Potri.001G192800	PAxG01Gg0171500	Peu2-18910	Pde01A027060
Palv2-13700	-	-	-	-	-	-
Palv2-13701	Ide2-13733	EVM0028096	Potri.001G192700	-	Peu2-18909	-
Palv2-13702	Ide2-14870	-	Potri.001G192600	PAxG01Gg0171600	Peu2-18908	Pde01A027070
Palv2-13703	Ide2-13734	EVM0026706	Potri.001G192500	PAxG01Gg0171700	Peu2-18906	-
Palv2-13704	Ide2-13736	EVM0028734	Potri.001G192200	PAxG01Gg0171800	Peu2-18903	Pde01A027100
Palv2-13705	Ide2-13745	-	Potri.001G192100	-	Peu2-18902	Pde01A027110
Palv2-13706	Ide2-13746	EVM0012469	Potri.001G192000	PAxG01Gg0171900	Peu2-18901	Pde01A027120
Palv2-13707	-	-	-	-	-	-
Palv2-13708	-	-	Potri.001G191900	PAxG01Gg0172100	-	Pde01A027140
Palv2-13709	-	EVM0021219	Potri.001G191800	PAxG01Gg0172200	Peu2-18900	Pde01A027150
Palv2-13710	-	-	-	PAxG01Gg0172300	-	Pde01A027160
Palv2-13711	Ide2-13645	-	Potri.001G191600	PAxG01Gg0172400	-	Pde01A027170
Palv2-13712	Ide2-13642	EVM0027215	Potri.001G191500	PAxG01Gg0172500	Peu2-18896	Pde01A027180
Palv2-13713	-	EVM0029792	Potri.001G191400	PAxG01Gg0172600	Peu2-18895	Pde01A027190
Palv2-13714	Ide2-03124	EVM0038441	Potri.001G191300	PAxG01Gg0172700	Peu2-18894	Pde01A027220
Palv2-13715	-	-	-	-	-	-
Palv2-13716	Ide2-13640	EVM0008313	Potri.001G191200	PAxG01Gg0172800	Peu2-18893	Pde01A027230
Palv2-13717	-	-	-	-	-	-
Palv2-13718	Ide2-13638	EVM0033959	Potri.001G191100	PAxG01Gg0173000	Peu2-18889	Pde01A027250
Palv2-13719	Ide2-13637	EVM0034112	Potri.001G191000	PAxG01Gg0173100	Peu2-18888	-
Palv2-13720	-	-	-	-	-	Pde01A027290
Palv2-13721	-	-	-	-	-	-
Palv2-13722	Ide2-13636	EVM0038114	Potri.001G190800	PAxG01Gg0173300	Peu2-18887	Pde01A027300
Palv2-13723	-	-	-	-	-	-
Palv2-13724	Ide2-13635	EVM0037675	Potri.001G190700	PAxG01Gg0173500	Peu2-18886	Pde01A027310
Palv2-13725	Ide2-13634	EVM0027304	Potri.001G190601	-	Peu2-18885	Pde01A027320
Palv2-13726	Ide2-13633	EVM0025146	Potri.001G190500	PAxG01Gg0173700	Peu2-18883	Pde01A027350
Palv2-13727	Ide2-13632	EVM0036861	Potri.001G190400	PAxG01Gg0173800	Peu2-18882	Pde01A027360
Palv2-13728	-	-	-	-	-	-
Palv2-13729	Ide2-13631	EVM0033067	Potri.001G190300	PAxG01Gg0173900	Peu2-18880	Pde01A027370
Palv2-13730	-	-	-	-	-	-
Palv2-13731	Ide2-13628	EVM0030071	Potri.001G190200	PAxG01Gg0174200	Peu2-18879	Pde01A027390
Palv2-13732	Ide2-13627	EVM0034377	Potri.001G190100	PAxG01Gg0174300	Peu2-18878	Pde01A027400
Palv2-13733	Ide2-13625	EVM0012162	Potri.001G190000	PAxG01Gg0174400	Peu2-18877	Pde01A027410
Palv2-13734	Ide2-13624	EVM0027049	Potri.001G189900	PAxG01Gg0174500	Peu2-18875	Pde01A027420
Palv2-13735	-	-	-	-	-	-
Palv2-13736	-	-	-	-	-	-
Palv2-13737	Ide2-13622	-	Potri.001G189800	PAxG01Gg0174800	Peu2-18872	Pde01A027430
Palv2-13738	Ide2-13620	EVM0021735	Potri.001G189700	PAxG01Gg0174900	Peu2-18871	Pde01A027440
Palv2-13739	-	-	-	-	-	-
Palv2-13740	-	-	-	-	-	-
Palv2-13741	Ide2-13618	EVM0042250	Potri.001G189500	PAxG01Gg0175100	Peu2-18870	Pde01A027450
Palv2-13742	-	-	-	-	-	-
Palv2-13743	-	-	-	PAxG01Gg0175300	-	-
Palv2-13744	-	-	-	PAxG01Gg0175400	-	Pde01A027460
Palv2-13745	-	-	-	-	-	-
Palv2-13746	Ide2-13617	EVM0033543	Potri.001G189400	PAxG01Gg0175700	Peu2-18868	Pde01A027470
Palv2-13747	-	-	-	-	-	-
Palv2-13748	Ide2-13616	EVM0003391	Potri.001G189200	PAxG01Gg0175800	Peu2-18867	Pde01A027480
Palv2-13749	Ide2-13614	EVM0017212	Potri.001G189100	PAxG01Gg0175900	Peu2-18866	Pde01A027490
Palv2-13750	Ide2-13613	EVM0019295	Potri.001G188900	PAxG01Gg0176100	Peu2-18865	Pde01A027510
Palv2-13751	Ide2-13611	EVM0013462	Potri.001G188800	PAxG01Gg0176200	Peu2-18862	Pde01A027530
Palv2-13752	Ide2-13610	EVM0006656	Potri.001G188700	PAxG01Gg0176300	Peu2-18861	Pde01A027540
Palv2-13753	-	-	-	-	-	-
Palv2-13754	Ide2-13608	EVM0007403	Potri.001G188500	PAxG01Gg0176600	Peu2-18859	Pde01A027560
Palv2-13755	Ide2-13606	EVM0018034	Potri.001G188300	PAxG01Gg0176800	Peu2-18857	Pde01A027600
Palv2-13756	Ide2-13605	EVM0005448	Potri.001G188000	PAxG01Gg0177100	Peu2-18856	Pde01A027620
Palv2-13757	Ide2-13604	EVM0026980	Potri.001G187700	PAxG01Gg0177200	Peu2-18854	Pde01A027640
Palv2-13758	Ide2-13602	-	Potri.001G187600	PAxG01Gg0177400	Peu2-18853	Pde01A027650
Palv2-13759	Ide2-13601	EVM0032926	Potri.001G187500	PAxG01Gg0177600	Peu2-18852	Pde01A027660
Palv2-13760	-	-	-	-	-	-
Palv2-13761	Ide2-13599	EVM0026012	Potri.001G187300	PAxG01Gg0177900	Peu2-18851	Pde01A027670
Palv2-13762	-	EVM0038653	Potri.001G187200	-	Peu2-18850	Pde01A027680
Palv2-13763	Ide2-13598	EVM0041210	Potri.001G187100	PAxG01Gg0178100	Peu2-18849	Pde01A027690
Palv2-13764	Ide2-13597	EVM0022404	Potri.001G187000	PAxG01Gg0178200	Peu2-18848	Pde01A027700
Palv2-13765	Ide2-13596	EVM0027248	Potri.001G186900	PAxG01Gg0178300	Peu2-18847	Pde01A027710
Palv2-13766	Ide2-13595	EVM0013421	Potri.001G186800	PAxG01Gg0178500	Peu2-18846	Pde01A027720
Palv2-13767	Ide2-13594	EVM0020703	Potri.001G186700	PAxG01Gg0178600	Peu2-18845	Pde01A027730
Palv2-13768	Ide2-13593	EVM0026934	Potri.001G186600	PAxG01Gg0178700	Peu2-18844	Pde01A027740
Palv2-13769	-	EVM0000153	Potri.001G186400	PAxG01Gg0178800	Peu2-18842	Pde01A027760
Palv2-13770	Ide2-13591	EVM0023290	Potri.001G186200	PAxG01Gg0178900	Peu2-18841	Pde01A027770
Palv2-13771	Ide2-13590	EVM0020915	Potri.001G186100	PAxG01Gg0179000	Peu2-18839	Pde01A027780
Palv2-13772	-	-	-	-	-	-
Palv2-13773	Ide2-13588	EVM0017388	Potri.001G186000	PAxG01Gg0179100	Peu2-18837	Pde01A027810
Palv2-13774	-	-	-	-	-	-
Palv2-13775	-	-	-	-	-	-
Palv2-13776	-	-	Potri.001G185900	PAxG01Gg0179200	Peu2-18836	Pde01A027830
Palv2-13777	-	-	-	-	-	-
Palv2-13778	Ide2-13585	EVM0021151	Potri.001G185600	PAxG01Gg0179500	Peu2-18831	Pde01A027870
Palv2-13779	Ide2-13583	EVM0015258	Potri.001G185500	PAxG01Gg0179600	Peu2-18830	Pde01A027890
Palv2-13780	-	-	-	PAxG01Gg0179700	-	-
Palv2-13781	Ide2-13581	EVM0006009	Potri.001G185300	PAxG01Gg0179800	Peu2-18829	Pde01A027900
Palv2-13782	Ide2-13580	-	Potri.001G185200	PAxG01Gg0179900	Peu2-18828	Pde01A027910
Palv2-13783	Ide2-13577	EVM0034677	Potri.001G185050	PAxG01Gg0180000	Peu2-18826	Pde01A027920
Palv2-13784	Ide2-13576	EVM0031780	Potri.001G184800	PAxG01Gg0180100	Peu2-18825	Pde01A027930
Palv2-13785	Ide2-13575	EVM0025142	Potri.001G184700	PAxG01Gg0180200	Peu2-18824	Pde01A027940
Palv2-13786	Ide2-13574	EVM0028583	Potri.001G184100	PAxG01Gg0180300	Peu2-18823	Pde01A027980
Palv2-13787	Ide2-13573	EVM0018557	Potri.001G184000	PAxG01Gg0180400	Peu2-18822	Pde01A027990
Palv2-13788	Ide2-13571	EVM0018962	Potri.001G183800	PAxG01Gg0180500	Peu2-18821	Pde01A028010
Palv2-13789	Ide2-13570	EVM0031213	Potri.001G183700	PAxG01Gg0180600	Peu2-18820	Pde01A028020
Palv2-13790	Ide2-13567	EVM0020553	Potri.001G183600	PAxG01Gg0180700	Peu2-18818	Pde01A028030
Palv2-13791	Ide2-13566	EVM0015894	Potri.001G183500	PAxG01Gg0180800	Peu2-18816	Pde01A028040
Palv2-13792	-	-	-	-	-	-
Palv2-13793	Ide2-13562	EVM0029177	Potri.001G183300	PAxG01Gg0181000	Peu2-18814	Pde01A028070
Palv2-13794	Ide2-03062	EVM0034628	Potri.001G183200	PAxG01Gg0181100	Peu2-18813	Pde01A028080
Palv2-13795	Ide2-13561	EVM0025357	Potri.001G183100	PAxG01Gg0181200	Peu2-18812	Pde01A028090
Palv2-13796	Ide2-13560	EVM0006699	Potri.001G183000	PAxG01Gg0181300	Peu2-18811	Pde01A028100
Palv2-13797	Ide2-13559	EVM0023181	Potri.001G182900	PAxG01Gg0181400	Peu2-18810	Pde01A028110
Palv2-13798	Ide2-13558	EVM0033831	Potri.001G182700	-	Peu2-18809	Pde01A028140
Palv2-13799	Ide2-13557	EVM0038366	Potri.001G182600	PAxG01Gg0181600	Peu2-18808	Pde01A028150
Palv2-13800	Ide2-13556	-	Potri.001G182500	-	Peu2-18807	Pde01A028160
Palv2-13801	Ide2-13554	EVM0032942	Potri.001G182400	PAxG03Gg0045700	-	Pde01A028170
Palv2-13802	Ide2-13553	EVM0015800	Potri.001G182300	PAxG01Gg0181800	Peu2-18805	Pde01A028180
Palv2-13803	Ide2-13552	EVM0041289	Potri.001G182100	PAxG01Gg0181900	Peu2-18804	Pde01A028210
Palv2-13804	Ide2-13551	EVM0009349	Potri.001G182000	PAxG01Gg0182100	Peu2-18803	Pde01A028200
Palv2-13805	-	EVM0003355	Potri.001G181800	-	-	-
Palv2-13806	Ide2-13549	EVM0037982	Potri.001G181500	PAxG01Gg0182300	Peu2-18802	Pde01A028230
Palv2-13807	Ide2-13548	EVM0020761	Potri.001G181300	PAxG01Gg0182400	Peu2-18801	Pde01A028250
Palv2-13808	Ide2-13547	EVM0012047	Potri.001G181200	PAxG01Gg0182500	Peu2-18800	Pde01A028260
Palv2-13809	Ide2-13546	EVM0035187	Potri.001G181100	PAxG01Gg0182600	Peu2-18799	Pde01A028270
Palv2-13810	-	EVM0022235	Potri.001G181000	PAxG01Gg0182700	Peu2-18798	Pde01A028280
Palv2-13811	-	-	-	PAxG01Gg0182800	-	-
Palv2-13812	Ide2-13545	-	Potri.001G180600	PAxG01Gg0182900	Peu2-18796	Pde01A028290
Palv2-13813	Ide2-13543	EVM0027501	Potri.001G180400	PAxG01Gg0183100	Peu2-18794	Pde01A028310
Palv2-13814	Ide2-13542	EVM0000232	Potri.001G180200	PAxG01Gg0183200	Peu2-18793	Pde01A028320
Palv2-13815	-	-	-	-	-	-
Palv2-13816	Ide2-13541	-	Potri.001G180100	PAxG01Gg0183500	Peu2-18792	Pde01A028330
Palv2-13817	Ide2-13539	EVM0012996	Potri.001G180000	PAxG01Gg0183600	Peu2-18791	Pde01A028350
Palv2-13818	-	-	-	-	Peu2-18790	Pde01A028360
Palv2-13819	Ide2-13538	-	Potri.001G179800	PAxG01Gg0183800	Peu2-18788	Pde01A028370
Palv2-13820	Ide2-13537	EVM0026762	Potri.001G179700	PAxG01Gg0183900	Peu2-18787	Pde01A028390
Palv2-13821	Ide2-13536	EVM0014047	Potri.001G179600	PAxG01Gg0184000	Peu2-18786	Pde01A028400
Palv2-13822	-	-	-	-	-	-
Palv2-13823	Ide2-13535	-	Potri.001G179500	PAxG01Gg0184100	Peu2-18785	Pde01A028410
Palv2-13824	Ide2-13534	-	Potri.001G179400	PAxG01Gg0184300	Peu2-18784	Pde01A028430
Palv2-13825	Ide2-13530	-	Potri.001G179200	PAxG01Gg0184400	Peu2-18782	Pde01A028460
Palv2-13826	Ide2-13529	-	Potri.001G179100	PAxG01Gg0184500	Peu2-18781	Pde01A028470
Palv2-13827	Ide2-13528	EVM0017606	Potri.001G179000	PAxG01Gg0184600	Peu2-18780	Pde01A028480
Palv2-13828	-	-	-	-	-	-
Palv2-13829	Ide2-13526	-	Potri.001G178900	PAxG01Gg0184800	Peu2-18779	Pde01A028500
Palv2-13830	-	-	-	-	-	-
Palv2-13831	Ide2-13524	EVM0010578	Potri.001G178800	PAxG01Gg0184900	Peu2-18778	Pde01A028510
Palv2-13832	-	-	-	-	-	-
Palv2-13833	-	-	-	-	-	-
Palv2-13834	Ide2-13523	EVM0016291	Potri.001G178500	PAxG01Gg0185200	Peu2-18777	Pde01A028530
Palv2-13835	Ide2-13522	EVM0033407	Potri.001G178300	PAxG01Gg0185600	Peu2-18775	Pde01A028540
Palv2-13836	Ide2-13521	-	Potri.001G178200	PAxG01Gg0185700	Peu2-18774	Pde01A028550
Palv2-13837	Ide2-13520	EVM0039887	Potri.001G178100	PAxG01Gg0185800	Peu2-18773	Pde01A028560
Palv2-13838	-	-	-	-	-	-
Palv2-13839	Ide2-13519	-	Potri.001G178000	PAxG01Gg0186100	Peu2-18772	Pde01A028580
Palv2-13840	-	EVM0026626	Potri.001G177900	PAxG01Gg0186200	Peu2-18771	Pde01A028600
Palv2-13841	-	-	-	-	-	-
Palv2-13842	-	-	-	-	-	-
Palv2-13843	-	-	-	-	-	-
Palv2-13844	Ide2-13518	-	Potri.001G177600	PAxG01Gg0186400	Peu2-18770	-
Palv2-13845	-	-	-	-	-	-
Palv2-13846	Ide2-13517	-	Potri.001G177500	PAxG01Gg0186800	Peu2-18768	Pde01A028610
Palv2-13847	Ide2-13516	EVM0012961	Potri.001G177400	PAxG01Gg0186900	Peu2-18767	Pde01A028620
Palv2-13848	Ide2-13514	-	Potri.001G177300	PAxG01Gg0187100	Peu2-18766	Pde01A028640
Palv2-13849	-	-	-	-	-	-
Palv2-13850	-	-	-	PAxG01Gg0187300	Peu2-18765	Pde01A028660
Palv2-13851	Ide2-13511	EVM0029468	Potri.001G177100	PAxG01Gg0187500	Peu2-18764	Pde01A028670
Palv2-13852	Ide2-13510	-	Potri.001G177000	PAxG01Gg0187600	Peu2-18762	Pde01A028680
Palv2-13853	Ide2-13509	-	Potri.001G176900	PAxG01Gg0187700	Peu2-18761	Pde01A028690
Palv2-13854	-	-	-	-	-	-
Palv2-13855	-	-	-	-	-	-
Palv2-13856	Ide2-13507	EVM0028962	Potri.001G176600	PAxG01Gg0187800	Peu2-18758	Pde01A028740
Palv2-13857	-	EVM0001002	Potri.001G176500	PAxG01Gg0187900	Peu2-18757	Pde01A028750
Palv2-13858	-	-	-	-	-	-
Palv2-13859	-	-	-	-	-	-
Palv2-13860	-	-	-	PAxG01Gg0188500	-	-
Palv2-13861	Ide2-13505	EVM0029569	Potri.001G176200	PAxG01Gg0188700	Peu2-18756	Pde01A028760
Palv2-13862	-	-	-	-	-	-
Palv2-13863	-	-	-	PAxG01Gg0188800	Peu2-18755	Pde01A028770
Palv2-13864	-	EVM0024848	Potri.001G176100	PAxG01Gg0188900	-	-
Palv2-13865	-	-	-	-	-	-
Palv2-13866	-	-	-	-	-	-
Palv2-13868	Ide2-13502	-	-	PAxG01Gg0189000	-	-
Palv2-13869	Ide2-13501	EVM0026349	-	PAxG01Gg0189100	Peu2-18754	Pde01A028780
Palv2-13870	-	-	-	-	-	-
Palv2-13871	Ide2-13500	EVM0039246	Potri.001G175700	PAxG01Gg0162100	Peu2-18750	-
Palv2-13872	Ide2-13499	EVM0018598	Potri.001G175600	PAxG01Gg0162000	Peu2-18749	Pde01A028800
Palv2-13873	Ide2-13498	-	Potri.001G175500	PAxG01Gg0161900	Peu2-18748	Pde01A028810
Palv2-13874	Ide2-13497	-	Potri.001G175400	PAxG01Gg0161800	Peu2-18747	Pde01A028820
Palv2-13875	Ide2-13496	-	Potri.001G175200	PAxG01Gg0161700	Peu2-18746	Pde01A028830
Palv2-13876	Ide2-13495	-	Potri.001G175000	PAxG01Gg0161500	Peu2-18745	Pde01A028840
Palv2-13877	Ide2-13493	-	Potri.001G174900	PAxG01Gg0161300	Peu2-18743	Pde01A028860
Palv2-13878	-	-	Potri.001G174700	PAxG01Gg0161200	Peu2-18742	Pde01A028870
